runway_id,airport_id,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,he_ident,he_latitude_deg,he_longitude_deg
243535,19021,K70J,4000,75,ASPH-G,1,0,13,30.89080048,-84.16020203,31,30.8852005,-84.14920044
245590,20203,KJAS,5500,70,ASP,1,0,18,30.8932991,-94.03479767,36,30.87809944,-94.03510284
241783,21233,KTVI,5500,100,ASP,1,0,4,30.89520073,-83.88760376,22,30.90679932,-83.876297
353858,353857,65XA,1625,250,Turf,0,0,2,30.901422,-94.696739,20,30.905725,-94.694931
235565,3180,HEBA,1347,148,ASP,0,1,14S,30.90469933,29.69149971,32S,30.90180016,29.69409943
243450,18578,K2F0,2755,50,ASPH-G,0,0,7,30.90559959,-101.8919983,25,30.90690041,-101.8830032
241784,21233,KTVI,5000,100,ASP,1,0,14,30.90730095,-83.88610077,32,30.89789963,-83.87439728
243451,18578,K2F0,4085,60,ASPH-G,1,0,14,30.90970039,-101.8949966,32,30.89999962,-101.8880005
238663,5114,OERR,10007,148,ASP,1,0,10,30.91020012,41.12279892,28,30.90309906,41.15370178
240039,19900,KFST,4399,60,ASP,1,0,3,30.9137001,-102.9189987,21,30.92340088,-102.9100037
240040,19900,KFST,5200,150,GRS,0,0,7,30.91519928,-102.9169998,25,30.91740036,-102.9000015
240041,19900,KFST,3900,100,GRS,0,0,11,30.91519928,-102.9169998,29,30.90859985,-102.9069977
245460,18872,K51R,3202,50,ASP,1,0,18,30.91720009,-95.95110321,36,30.90850067,-95.95290375
235564,3180,HEBA,1347,148,ASP,0,1,14R,30.91830063,29.67919922,32L,30.91539955,29.68169975
240042,19900,KFST,7507,100,ASP,1,0,12,30.92009926,-102.927002,30,30.90780067,-102.9079971
247499,19900,KFST,3981,150,TURF,0,0,16,30.92079926,-102.9100037,34,30.90999985,-102.9079971
235563,3180,HEBA,11156,148,ASP,1,0,14,30.93040085,29.68510056,32,30.90589905,29.70660019
235541,3175,HEAL,11479,148,ASP,1,0,13,30.93470001,28.44759941,31,30.91410065,28.47529984
237664,4751,MMSF,4921,98,ASP,1,0,13,30.93540001,-114.814003,31,30.92499924,-114.8040009
243544,21155,KT50,4100,60,ASP,1,0,15,30.93860054,-99.81970215,33,30.92830086,-99.81390381
237100,5300,ORTL,9991,148,CON,0,0,12R,30.94009972,46.07479858,30L,30.92709923,46.10279846
237101,5300,ORTL,10935,148,CON,0,0,12L,30.94470024,46.07590103,30R,30.93040085,46.10660172
237594,3117,GMMZ,9842,148,ASP,1,0,12,30.94519997,-6.92343998,30,30.93300056,-6.895510197
341547,341544,02FD,3443,150,Turf,0,0,1,30.94759941,-86.63600159,19,30.95709991,-86.63490295
240086,18618,K2R6,3005,75,ASPH-G,1,0,18,30.96089935,-92.23410034,36,30.95260048,-92.23410034
241005,12079,56FD,4400,150,ASPH-G,0,0,18,30.97069931,-85.06939697,36,30.95859909,-85.06939697
241293,19371,KBGE,5502,150,ASP,1,0,9,30.9727993,-84.64330292,27,30.97290039,-84.6257019
240636,7720,11LS,1800,90,TURF,0,0,7,30.97520065,-92.57170105,25,30.9769001,-92.56629944
235589,2372,HE32,9084,131,ASP,1,0,14,30.97520065,31.42200089,32,30.9564991,31.44120026
241295,19371,KBGE,5003,100,ASP,0,0,14,30.97540092,-84.64489746,32,30.96509933,-84.63430023
240637,7720,11LS,1300,100,TURF,0,0,9,30.97610092,-92.57109833,27,30.97599983,-92.56700134
242108,3943,KVAD,8000,150,PEM,1,0,18R,30.97929955,-83.19519806,36L,30.95730019,-83.19539642
235590,2372,HE32,9047,131,ASP,0,0,17,30.98139954,31.43320084,35,30.95739937,31.44079971
242109,3943,KVAD,9300,150,CON,1,0,18L,30.98180008,-83.19080353,36R,30.95630074,-83.19110107
235562,2363,HE22,5507,57,ASP,0,0,7,30.99819946,32.54430008,25,31.00219917,32.56129837
245991,18431,K17J,5777,100,ASP,1,0,1,30.998941,-84.878019,19,31.014068,-84.877263
240014,22327,MS23,4000,30,ASP,0,0,16,31.01180077,-91.2052002,34,31.00149918,-91.20089722
245913,26268,XS44,6300,60,ASPH,0,0,8,31.01390076,-104.2229996,26,31.01670074,-104.2020035
241328,18843,K4R1,3000,75,ASP,1,0,14,31.01910019,-89.48470306,32,31.01180077,-89.48040009
242441,18386,K0R1,4952,80,ASPH-G,1,0,18,31.02300072,-87.44680023,36,31.00939941,-87.44670105
244432,18368,K0J4,3197,75,ASPH-G,1,0,4,31.03899956,-86.31459808,22,31.04599953,-86.30840302
235622,2381,HE41,9853,136,ASP,0,0,16R,31.04120064,25.84499931,34L,31.01539993,25.85479927
235623,2381,HE41,9855,98,ASP,0,0,16L,31.04179955,25.84740067,34R,31.01609993,25.85720062
242917,18409,K12J,5136,150,ASPH-G,0,0,6,31.04999924,-87.07579803,24,31.0564003,-87.061203
243070,3785,KPOE,4109,125,ASP,1,0,15,31.05010033,-93.19380188,33,31.03949928,-93.18939972
242918,18409,K12J,5001,150,ASPH-G,1,0,12,31.0515995,-87.07289886,30,31.04450035,-87.05899811
244197,18640,K33J,3984,98,ASPH-G,1,0,11,31.05419922,-85.875,29,31.05089951,-85.86289978
245719,21322,KVHN,6000,75,ASP,1,0,3,31.05419922,-104.7910004,21,31.0659008,-104.7779999
245720,21322,KVHN,5353,75,ASP,1,0,7,31.05459976,-104.7910004,25,31.05599976,-104.7740021
242919,18409,K12J,3999,150,ASPH-F,0,0,18,31.05690002,-87.06269836,36,31.04560089,-87.06269836
240466,20073,KHOE,4000,75,ASP,1,0,14,31.05979919,-82.7786026,32,31.05200005,-82.7696991
237464,3219,HLGD,11807,148,ASP,0,0,13,31.06780052,16.58979988,31,31.04509926,16.61689949
235569,3188,HEGR,7874,98,ASP,0,0,8,31.07049942,34.13710022,26,31.07589912,34.16149902
237465,3219,HLGD,11807,148,ASP,0,0,18,31.07509995,16.59490013,36,31.04269981,16.59530067
245439,20171,KILE,5495,100,ASP,1,0,1,31.07859993,-97.68900299,19,31.09309959,-97.68399811
241463,18338,K09J,3715,75,ASPH-G,1,0,18,31.07959938,-81.42839813,36,31.06940079,-81.42720032
244724,3565,KGRK,10000,200,PEM,1,0,15,31.07990074,-97.83509827,33,31.05459976,-97.82279968
243860,20501,KMGR,5129,100,ASP,1,0,4,31.08049965,-83.80950165,22,31.09149933,-83.79920197
240707,7542,0TE4,3000,40,ASPH,0,0,16,31.08499908,-96.21649933,34,31.07699966,-96.21399689
235603,3176,HEAR,9905,148,ASP,1,0,16,31.08580017,33.82970047,34,31.06069946,33.84199905
236664,26576,VISM,4035,75,ASP,0,0,14,31.08639908,77.06439972,32,31.07719994,77.07160187
243861,20501,KMGR,3878,75,ASP,0,0,16,31.08849907,-83.80400085,34,31.07850075,-83.79959869
241121,18644,K33R,3500,60,ASPH-G,1,0,16,31.08950043,-95.16570282,34,31.08029938,-95.16249847
241279,20520,KMKV,3802,75,ASP,1,0,4,31.09059906,-92.07279968,22,31.09889984,-92.06559753
235570,3188,HEGR,7874,148,ASP,0,1,17,31.09480095,34.12099838,35,31.07390022,34.12730026
240843,18445,K1A4,3256,75,ASPH-P,1,0,5,31.10000038,-86.06639862,23,31.10580063,-86.0582962
236876,5207,OIZB,9848,148,ASP,1,0,16,31.11030006,61.54050064,34,31.08399963,61.54769897
244413,20402,KLZZ,4200,75,ASP,1,0,16,31.11190033,-98.1969986,34,31.10050011,-98.19480133
244637,19700,KE48,4450,140,GRS,0,0,6,31.11919975,-102.2310028,24,31.12439919,-102.2180023
235557,2359,HE18,9864,131,ASP,0,0,16R,31.12039948,25.44689941,34L,31.09420013,25.45499992
235558,2359,HE18,9837,131,ASP,0,0,16L,31.1208992,25.44930077,34R,31.09469986,25.45730019
241014,18509,K1R4,3100,75,ASPH-P,1,0,1,31.12229919,-92.50279999,19,31.1303997,-92.49980164
244638,19700,KE48,4100,75,ASP,1,0,10,31.12719917,-102.2310028,28,31.12310028,-102.2190018
244639,19700,KE48,3800,120,GRS,0,0,15,31.12969971,-102.2269974,33,31.12000084,-102.2220001
245869,18424,K15J,5000,100,ASPH-G,1,0,5,31.13069916,-83.46089935,23,31.13999939,-83.44909668
242217,20570,KMUL,5000,300,CON,0,1,4,31.13360023,-83.71900177,22,31.1432991,-83.70770264
242219,20570,KMUL,2900,300,CON,0,1,18,31.13730049,-83.6989975,36,31.12929916,-83.6989975
242218,20570,KMUL,4500,75,CON,0,0,14,31.14209938,-83.70909882,32,31.13330078,-83.6989975
243524,3583,KHLR,3803,144,ASP,1,0,16,31.14360046,-97.7161026,34,31.13349915,-97.71269989
245870,18424,K15J,4000,100,ASPH-G,0,0,15,31.14380074,-83.45600128,33,31.13479996,-83.44869995
243656,3902,KSSI,5800,100,ASP,1,0,4,31.14520073,-81.3993988,22,31.15810013,-81.38839722
243840,3927,KTPL,4740,100,ASP,1,0,2,31.14769936,-97.40950012,20,31.15929985,-97.40249634
241630,21148,KT36,3000,60,ASP,1,0,18,31.15010071,-90.16829681,36,31.14189911,-90.16799927
314962,27223,ZSPD,11154,197,CON,1,0,17R,31.15483284,121.783165,35L,31.12566566,121.7941666
243657,3902,KSSI,3313,75,ASP,1,0,16,31.15620041,-81.38890076,34,31.14800072,-81.38430023
235163,27223,ZSPD,12467,197,CON,1,0,16R,31.1590004,121.8119965,34L,31.12639999,121.8239975
243841,3927,KTPL,6301,150,ASP,1,0,15,31.15999985,-97.41220093,33,31.14349937,-97.40609741
314961,27223,ZSPD,12467,197,CON,1,0,16L,31.16017532,121.8161621,34R,31.12757492,121.8284607
235164,27223,ZSPD,13123,197,CON,1,0,17L,31.16130066,121.7860031,35R,31.12700081,121.7990036
243694,20298,KL39,3800,75,ASP,1,0,18,31.17340088,-93.3423996,36,31.16300011,-93.34249878
235587,3178,HEAX,7221,148,ASP,1,0,4,31.17469978,29.93810081,22,31.18869972,29.9545002
244799,21081,KSLJ,5000,60,ASP,1,0,14,31.17900085,-89.1964035,32,31.16869926,-89.18589783
245680,19353,KBBD,3520,110,GRS,0,1,8,31.18000031,-99.32859802,26,31.17980003,-99.31739807
244918,3665,KMCB,5000,100,ASP,1,0,15,31.18470001,-90.47519684,33,31.17219925,-90.46859741
245681,19353,KBBD,4604,75,ASP,1,0,17,31.18530083,-99.32460022,35,31.17259979,-99.3246994
238168,5460,OP11,2713,100,GRE,0,0,10,31.19020081,70.17569733,28,31.18889999,70.18430328
243159,19697,KE41,3460,80,GRE,0,0,9,31.19650078,-101.4800034,27,31.19529915,-101.4690018
236959,4422,LLNV,8395,70,ASP,0,0,08R,31.20000076,34.99629974,26L,31.2052002,35.02249908
244781,18825,K4J1,3000,50,ASP,0,0,1,31.20330048,-81.90630341,19,31.21150017,-81.90529633
243160,19697,KE41,4032,50,ASP,1,0,16,31.20429993,-101.473999,34,31.19339943,-101.4710007
236958,4422,LLNV,10991,147,ASP,1,0,08C,31.20439911,34.99509811,26C,31.2112999,35.02930069
355103,355102,US-6882,910,40,Turf,0,0,18,31.205436,-97.44185,36,31.203039,-97.442683
236960,4422,LLNV,8530,147,ASP,1,0,08L,31.20750046,34.99420166,26R,31.21279907,35.02080154
236961,4422,LLNV,2806,70,ASP,0,0,15,31.20789909,35.03150177,33,31.20140076,35.03639984
244129,19578,KCXU,4005,60,ASP,1,0,8,31.21190071,-84.24310303,26,31.2140007,-84.23049927
243153,18826,K4J2,4006,75,ASP,1,0,10,31.21299934,-83.23269653,28,31.21209908,-83.21990204
235181,27225,ZSSS,11154,148,ASP,1,0,18L,31.21319962,121.3349991,36R,31.18250084,121.336998
314966,27225,ZSSS,10826,197,CON,1,0,18R,31.21332932,121.328331,36L,31.18917084,121.3303299
353997,353993,CN-0316,2146,20,CON,0,0,10,31.21576,120.78695,28,31.21511,120.793785
241057,22358,MS57,3000,30,ASP,0,0,6,31.21809959,-91.24449921,24,31.22220039,-91.23619843
349514,349513,US-5653,2524,150,Turf,0,0,12,31.21963882,-92.17894745,30,31.21644402,-92.1705246
236970,3278,LL1B,4593,45,ASP,1,0,8,31.22739983,35.18370056,26,31.22979927,35.19810104
256710,31830,LLHB,9657,112,ASP,0,0,10R,31.23240089,34.64899826,28L,31.22540092,34.67879868
237785,4734,MMNG,5905,98,ASP,1,0,16,31.23410034,-110.9779968,34,31.21809959,-110.9759979
243080,20332,KLFK,5398,100,ASP,1,0,7,31.23430061,-94.75740051,25,31.23810005,-94.74069977
243081,20332,KLFK,4309,100,ASP,1,0,15,31.23690033,-94.75350189,33,31.22579956,-94.74880219
245533,21143,KT24,3700,75,ASP,1,0,17,31.23859978,-93.98190308,35,31.22859955,-93.98190308
240736,19097,K81R,3800,60,ASP,1,0,13,31.23889923,-98.72109985,31,31.23139954,-98.71279907
256711,31830,LLHB,5800,75,ASP,0,0,15,31.24099922,34.64640045,33,31.22820091,34.65750122
256709,31830,LLHB,7948,131,ASP,0,0,10L,31.24160004,34.64599991,28R,31.23579979,34.67060089
245824,19341,KAYS,5035,100,ASP,0,0,5,31.2432003,-82.39980316,23,31.25349998,-82.38890076
237776,4915,MM75,3488,50,ASP,0,0,11,31.24570084,-109.6299973,29,31.24010086,-109.6210022
239914,6829,05LS,2300,100,TURF,0,0,2,31.24710083,-92.478302,20,31.25289917,-92.47550201
237756,4907,MM65,1893,70,GRE,0,1,5,31.24950027,-109.6169968,23,31.25149918,-109.6119995
245825,19341,KAYS,3528,100,ASP,0,0,13,31.25349998,-82.39640045,31,31.24749947,-82.38760376
241769,3424,KBQK,8001,150,PEM,1,0,7,31.25419998,-81.47810364,25,31.26339912,-81.45490265
245826,19341,KAYS,6000,150,ASP,1,0,18,31.2553997,-82.39839935,36,31.23900032,-82.39810181
237757,4907,MM65,4950,95,ASP,0,0,16,31.25909996,-109.6090012,34,31.24559975,-109.6080017
236957,3277,LL1A,6204,98,ASP,0,0,10,31.26269913,34.63069916,28,31.25880051,34.65000153
240892,20027,KHBG,6099,150,ASP,1,0,13,31.27050018,-89.26029968,31,31.2595005,-89.24549866
242005,3762,KOZR,4500,150,ASP,1,0,6,31.27059937,-85.72039795,24,31.27669907,-85.70770264
235576,3196,HEPS,7707,148,ASP,1,0,10,31.28230095,32.22819901,28,31.2765007,32.25189972
242007,3762,KOZR,5000,150,ASP,1,0,18,31.2845993,-85.71260071,36,31.27079964,-85.71289825
242006,3762,KOZR,4500,150,ASP,0,1,14,31.28540039,-85.71800232,32,31.27669907,-85.70770264
236939,4412,LLBS,3384,69,ASP,0,0,14,31.29039955,34.71920013,32,31.28359985,34.72669983
242167,18385,K0R0,4460,70,ASPH-G,1,0,5,31.29339981,-89.81860352,23,31.30060005,-89.80709839
245949,19726,KEDN,5100,100,ASP,1,0,5,31.29540062,-85.90630341,23,31.30400085,-85.8934021
242168,18385,K0R0,2430,150,GRS,0,1,13,31.29820061,-89.81729889,31,31.29380035,-89.81150055
244862,19449,KC71,3127,60,ASP,0,0,17,31.30019951,-91.05370331,35,31.29179955,-91.05200195
245530,19634,KDKR,4000,75,ASP,1,0,2,31.30179977,-95.40619659,20,31.31209946,-95.40149689
243236,19042,K79J,5001,100,ASP,1,0,11,31.31069946,-86.40139771,29,31.30680084,-86.38610077
242269,20445,KM59,3000,60,ASP,1,0,18,31.32150078,-88.93499756,36,31.31329918,-88.93499756
235566,3193,HEMM,9843,148,ASP,0,0,6,31.3220005,27.21489906,24,31.33550072,27.24220085
236962,4421,LLMZ,3937,98,ASP,0,0,1,31.32290077,35.38759995,19,31.33349991,35.38970184
244288,3489,KDHN,5000,150,ASP,1,0,18,31.32649994,-85.44560242,36,31.31279945,-85.44560242
244287,3489,KDHN,8498,150,ASP,1,0,14,31.33060074,-85.46160126,32,31.31410027,-85.44239807
242641,19626,KDGL,5760,75,ASP,1,0,3,31.3348999,-109.5090027,21,31.3477993,-109.4980011
245686,3365,KAEX,7001,150,ASP,1,1,18,31.33670044,-92.54429626,36,31.31769943,-92.54779816
235567,3193,HEMM,9843,148,ASP,0,0,15,31.33709908,27.21369934,33,31.31369972,27.22960091
245685,3365,KAEX,9352,150,CON,1,0,14,31.33790016,-92.55919647,32,31.31710052,-92.54160309
243708,21137,KT15,3021,50,ASP,1,0,17,31.34480095,-96.85189819,35,31.33650017,-96.85209656
237736,4740,MMPE,3329,92,GRE,0,0,3,31.34600067,-113.5270004,21,31.35239983,-113.5189972
236889,5137,OIAW,11149,148,ASP,1,0,12,31.34600067,48.74720001,30,31.3288002,48.77669907
245573,18601,K2L0,3000,75,ASPH-G,1,0,18,31.34630013,-92.4434967,36,31.33810043,-92.44360352
242642,19626,KDGL,4095,100,GRE,0,0,18,31.34690094,-109.5059967,36,31.33580017,-109.5080032
243879,3884,KSJT,5939,150,ASP,1,0,3,31.34970093,-100.5,21,31.36160088,-100.4869995
238201,5251,OPFA,9272,151,CON,1,0,3,31.35499954,72.98680115,21,31.37549973,73.00430298
237737,4740,MMPE,4805,82,ASP,0,0,11,31.35960007,-113.5319977,29,31.3526001,-113.5189972
238188,5285,OPZB,6001,98,ASP,0,0,9,31.35980034,69.45449829,27,31.35700035,69.47280121
243880,3884,KSJT,4402,75,ASP,1,0,9,31.36120033,-100.5019989,27,31.35969925,-100.487999
244315,20793,KP04,2650,110,GRE,0,0,2,31.3614006,-109.8830032,20,31.36809921,-109.8779984
240716,8982,23XS,2200,50,ASPH,0,0,15,31.36339951,-97.67449951,33,31.35810089,-97.67120361
239860,25081,TS65,3700,30,ASP,1,0,17,31.3635006,-100.6139984,35,31.35350037,-100.6119995
242957,18369,K0J6,5002,80,ASPH-G,1,0,9,31.36389923,-85.31909943,27,31.36359978,-85.30310059
353033,353032,42XA,1872,150,Turf,0,0,15,31.36459923,-97.09169769,33,31.36000061,-97.08889771
237131,5574,RJFY,7382,148,CON,1,0,08R,31.36490059,130.8269958,26L,31.36860085,130.8509979
237132,5574,RJFY,3937,131,CON,0,0,08L,31.36759949,130.8300018,26R,31.3696003,130.8419952
243703,20792,KP03,5303,72,ASP,1,0,5,31.36779976,-109.6969986,23,31.37439919,-109.6819992
242958,18369,K0J6,2885,162,TURF-G,0,0,17,31.36879921,-85.31549835,35,31.36090088,-85.31459808
243881,3884,KSJT,8049,150,ASP,1,0,18,31.36879921,-100.4980011,36,31.34679985,-100.5009995
244316,20793,KP04,5929,60,ASP,1,0,17,31.37190056,-109.8820038,35,31.35560036,-109.8830032
242022,8924,22XS,3488,75,ASPH,0,0,15,31.37809944,-97.66919708,33,31.36940002,-97.66419983
243073,20818,KPEQ,5954,80,ASP,1,0,9,31.3817997,-103.5189972,27,31.37870026,-103.5009995
243074,20818,KPEQ,6237,80,ASP,1,0,14,31.39150047,-103.5169983,32,31.37730026,-103.5059967
242243,19378,KBIJ,5500,100,ASP,1,0,5,31.39259911,-84.90149689,23,31.40239906,-84.88809967
242844,3516,KESF,5999,150,ASP,1,0,8,31.39439964,-92.30599976,26,31.39419937,-92.28679657
242845,3516,KESF,5601,150,ASP,1,0,14,31.40180016,-92.3003006,32,31.38920021,-92.29000092
241748,17487,GA14,5600,75,ASPH,1,0,9,31.40309906,-84.33170319,27,31.40309906,-84.31390381
242139,18420,K14J,3050,75,ASPH-G,1,0,1,31.40600014,-86.09159851,19,31.41410065,-86.08899689
244453,20001,KGZH,4000,150,ASP,1,0,1,31.40929985,-87.04750061,19,31.42020035,-87.0463028
237611,3111,GMMI,8553,148,BIT,1,0,16,31.4101162,-9.687955856,34,31.38824463,-9.678025246
242140,18420,K14J,1900,100,ASP,0,1,9,31.41080093,-86.09059906,27,31.41110039,-86.08439636
244861,20741,KOLS,7199,90,ASP,1,0,3,31.41090012,-110.8560028,21,31.42449951,-110.8399963
244044,19686,KE13,2290,50,GVL,0,0,8,31.41500092,-102.3700027,26,31.41500092,-102.362999
238681,5092,OEGT,10007,147,ASP,1,0,10,31.41580009,37.26409912,28,31.40810013,37.29489899
244454,20001,KGZH,4000,150,ASP,1,0,10,31.4178009,-87.04759979,28,31.41589928,-87.03500366
244045,19686,KE13,3685,70,ASP,1,0,12,31.42140007,-102.3720016,30,31.41500092,-102.362999
244046,19686,KE13,3395,50,ASP,0,0,15,31.4239006,-102.3659973,33,31.41500092,-102.362999
241124,21203,KTMA,3389,75,ASP,0,1,3,31.42490005,-83.4897995,21,31.43289948,-83.48419952
241125,21203,KTMA,3805,75,ASP,1,0,10,31.43199921,-83.49220276,28,31.43120003,-83.48000336
241126,21203,KTMA,5504,100,ASP,1,0,15,31.43370056,-83.49469757,33,31.42070007,-83.48570251
245038,19024,K71J,4200,80,ASP,1,0,12,31.4340992,-85.625,30,31.42810059,-85.6135025
236624,26542,VIAX,9039,148,ASP,1,0,13,31.44219971,75.74819946,31,31.4253006,75.76940155
242934,15438,94TX,3800,50,ASPH,0,0,17,31.44280052,-99.3167038,35,31.43250084,-99.31459808
243905,20572,KMVC,6016,100,ASP,1,0,3,31.45079994,-87.35579681,21,31.46520042,-87.34629822
245700,18920,K5R1,4000,80,ASP,1,0,12,31.45470047,-88.19999695,30,31.44919968,-88.18890381
240211,18844,K4R3,5003,80,ASPH-G,1,0,1,31.46380043,-87.89710236,19,31.47739983,-87.8946991
235559,2360,HE19,6555,130,ASP,0,0,13,31.46389961,25.2765007,31,31.45079994,25.29089928
240830,19664,KDUG,7158,150,ASP,0,1,3,31.46439934,-109.6090012,21,31.47830009,-109.5930023
240832,19664,KDUG,7503,150,ASP,0,1,12,31.46890068,-109.6139984,30,31.45420074,-109.5970001
243513,19651,KDQH,6005,100,ASP,1,0,4,31.4701004,-82.86630249,22,31.48329926,-82.85469818
240719,20305,KL66,4500,150,ASP,0,1,4,31.47170067,-92.459198,22,31.4803009,-92.44920349
240831,19664,KDUG,5000,75,ASP,1,0,8,31.47410011,-109.6110001,26,31.47400093,-109.5950012
240833,19664,KDUG,7311,100,ASP,1,0,17,31.47430038,-109.6039963,35,31.45420074,-109.6039963
245306,3774,KPIB,6501,150,ASP,1,0,18,31.47610092,-89.33709717,36,31.45820045,-89.33699799
235620,2380,HE40,9882,130,ASP,1,0,16R,31.47870064,25.8708992,34L,31.45339966,25.88229942
239760,20895,KPWG,3484,55,ASP,0,0,4,31.47940063,-97.31770325,22,31.48629951,-97.30999756
235621,2380,HE40,9882,130,ASP,0,0,16L,31.47949982,25.87310028,34R,31.45409966,25.88459969
245556,24732,TA24,4000,50,ASP,0,0,16,31.4803009,-98.71360016,34,31.46999931,-98.709198
240721,20305,KL66,4500,75,ASP,1,0,18,31.48139954,-92.45829773,36,31.46890068,-92.45829773
240720,20305,KL66,4540,150,ASP,0,1,13,31.48329926,-92.46060181,31,31.47439957,-92.45030212
239761,20895,KPWG,5501,75,ASP,1,0,17,31.49379921,-97.31829834,35,31.47870064,-97.31800079
232780,5073,OAKN,10532,148,ASP,1,0,5,31.49749947,65.83390045,23,31.51399994,65.86170197
238208,5258,OPLH,4390,150,CON,0,0,14,31.49920082,74.34140015,32,31.49040031,74.35109711
239819,19695,KE35,4200,60,ASP,1,0,8,31.5156002,-106.1539993,26,31.51580048,-106.1409988
241417,24796,TA89,5000,60,ASP,0,0,1,31.5170002,-98.80169678,19,31.53050041,-98.79889679
239820,19695,KE35,2300,35,ASP,0,0,16,31.51749992,-106.1490021,34,31.51140022,-106.1490021
244793,3359,KABY,6601,150,ASP,1,0,4,31.52960014,-84.1996994,22,31.54310036,-84.1855011
238181,5257,OPLA,9000,151,ASP,1,0,18R,31.53389931,74.40280151,36L,31.50919914,74.40239716
238182,5257,OPLA,11024,151,CON,1,0,18L,31.53660011,74.40480042,36R,31.50650024,74.40429688
244794,3359,KABY,5200,150,ASP,1,0,16,31.54129982,-84.19940186,34,31.52770042,-84.19419861
243707,19277,KAMG,5000,100,ASP,1,0,15,31.54210091,-82.51049805,33,31.53009987,-82.50260162
240440,18732,K3R4,1800,75,GRS,0,0,1,31.54339981,-93.49230194,19,31.54800034,-93.48989868
242800,19039,K78R,3800,50,ASP,1,0,17,31.5447998,-94.17120361,35,31.53440094,-94.1697998
240441,18732,K3R4,4000,75,ASP,1,0,12,31.54739952,-93.48989868,30,31.54170036,-93.47889709
329139,30795,OABT,7549,101,Asphalt,0,0,1,31.55194473,64.37249756,19,31.57055664,64.37722015
239849,21130,KSYV,3293,75,ASP,0,0,1,31.55410004,-83.89679718,19,31.56290054,-83.89459991
257890,20210,KJES,5500,100,ASPH-G,0,0,11,31.55520058,-81.8911972,29,31.55270004,-81.87380219
356269,345109,98TS,3000,65,Turf,0,0,2,31.555578,-98.424581,20,31.562994,-98.420369
236607,3336,VI88,4010,105,ASP,0,0,16,31.56520081,75.33920288,34,31.55480003,75.34349823
245227,18388,K0R4,3700,75,ASPH-G,1,0,14,31.56599998,-91.50990295,32,31.55789948,-91.50289917
240533,14844,89TS,5200,75,ASPH-CONC,0,0,18,31.57419968,-95.76670074,36,31.55970001,-95.76670074
239930,19682,KE01,2922,75,ASP,1,0,1,31.57869911,-102.9110031,19,31.58620071,-102.9079971
240817,20713,KOCH,3610,75,ASP,1,1,15,31.58279991,-94.71130371,33,31.57390022,-94.70619965
240818,20713,KOCH,5000,75,ASP,1,0,18,31.58460045,-94.70950317,36,31.57089996,-94.71080017
239931,19682,KE01,4268,75,ASP,1,0,12,31.58600044,-102.9140015,30,31.57900047,-102.9029999
242391,3529,KFHU,4285,75,PEM,1,0,3,31.58620071,-110.348999,21,31.59560013,-110.3410034
242392,3529,KFHU,12001,150,CON,1,0,8,31.58760071,-110.3669968,26,31.58760071,-110.3290024
242393,3529,KFHU,5366,100,PEM,1,0,12,31.59289932,-110.3430023,30,31.58410072,-110.3290024
243399,20433,KM43,3200,60,ASP,1,0,12,31.59770012,-89.91079712,30,31.59289932,-89.90209961
244917,18510,K1R7,5000,75,ASPH-G,1,0,4,31.6012001,-90.41529846,22,31.61050034,-90.40339661
243726,3361,KACT,6596,150,ASP,1,0,1,31.60350037,-97.23000336,19,31.62109947,-97.22470093
252204,7249,0J0,2915,80,ASPH-G,1,0,17,31.60409927,-85.23880005,35,31.59620094,-85.23750305
237602,3115,GMMX,10170,148,ASP,1,0,10,31.60840034,-8.052539825,28,31.60549927,-8.019989967
243727,3361,KACT,5896,150,ASP,1,0,14,31.61709976,-97.23889923,32,31.60320091,-97.22920227
245080,20045,KHEZ,5000,150,ASP,1,0,18,31.61989975,-91.29550171,36,31.60619926,-91.29570007
245079,20045,KHEZ,6500,150,ASP,1,0,13,31.62059975,-91.30590057,31,31.60770035,-91.29149628
237750,4701,MMCS,8858,148,ASP,1,0,3,31.62829971,-106.435997,21,31.6473999,-106.4179993
241152,20294,KL32,2200,120,GRS,0,1,14,31.63279915,-91.82939911,32,31.62829971,-91.8246994
232796,2072,DAOR,12245,148,ASP,0,0,6,31.63769913,-2.295540094,24,31.65449905,-2.261470079
243212,18613,K2R0,5000,75,ASPH-G,1,0,2,31.63949966,-88.63739777,20,31.65250015,-88.63210297
237751,4701,MMCS,5741,98,ASP,0,0,14,31.64319992,-106.4319992,32,31.62870026,-106.4250031
240834,19528,KCNW,6292,150,CON,0,0,17R,31.64380074,-97.07579803,35L,31.62649918,-97.07499695
244192,20399,KLXY,4002,60,ASP,1,0,18,31.64529991,-96.51370239,36,31.63439941,-96.51580048
240835,19528,KCNW,8600,150,ASP,1,0,17L,31.65159988,-97.07379913,35R,31.62800026,-97.07260132
232797,2072,DAOR,9840,148,ASP,0,0,18,31.65889931,-2.261229992,36,31.6317997,-2.261209965
245529,18969,K68F,3300,50,ASP,1,0,15,31.66550064,-96.31189728,33,31.65699959,-96.30809784
240787,20801,KP29,4430,60,ASP,0,0,6,31.66830063,-110.0299988,24,31.67329979,-110.0159988
244340,18508,K1R1,3805,75,ASPH-E,1,0,17,31.67259979,-92.15830231,35,31.66209984,-92.15809631
